Institution,course_number,Launch Date,Course Title,Instructors,Course Subject,Topics,Description,TopicsLearned,Year,Honor Code Certificates,Participants (Course Content Accessed),Audited (> 50% Course Content Accessed),Certified,% Audited,% Certified,% Certified of > 50% Course Content Accessed,% Played Video,% Posted in Forum,% Grade Higher Than Zero,Total Course Hours (Thousands),Median Hours for Certification,Median Age,% Male,% Female,% Bachelor's Degree or Higher
HarvardX,HUM1.2x,09/21/2015,History of the Book: Scrolls in the Age of the Book,Tom Kelly,"Humanities, History, Design, Religion, and Education",Humanities,"Explore what it means to be human today by studying what it meant to be a hero in ancient Greek times In this introduction to ancient Greek culture and literature, learners will experience, in English translation, some of the most beautiful works of ancient Greek literature and song-making spanning over a thousand years from the 8th century BCE through the 3rd century CE: the Homeric Iliad and Odyssey ; tragedies of Aeschylus, Sophocles, and Euripides; songs of Sappho and Pindar; dialogues of Plato, and On Heroes by Philostratus. All of the resources are free and designed to be equally accessible and transformative for a wide audience You will gain access to a supportive learning community led by Professor Gregory Nagy and his Board of Readers, who model techniques for ""reading out"" of ancient texts. This approach allows readers with little or even no experience in the subject matter to begin seeing this literature as an exquisite, perfected system of communication No previous knowledge of Greek history, literature, or language is required. This is a project for students of any age, culture, and geographic location, and its profoundly humanistic message can be easily received without previous acquaintance with Western Classical literature., ","To read ""out of,"" rather than ""into,"" a literary text, which is the art of close reading The definition of a ""hero"" in the Classical Greek sense, contrasted with modern concepts of heroism The relationship between epic and lyric in the ancient Greek tradition To explore the interaction of text and image in the ancient Greek tradition About hero cult and the role of heroes as objects of worship in ancient Greece About the connection between myth and ritual in ancient Greece The concept of the hero as conveyed in dramatic performance and as activated through Socratic dialogue",4,1,2085,859,390,41.2,18.71,44.82,66.19,4.8,18.71,4.95,4.93,36,42.26,57.74,73.88
MITx,JPAL 101x,04/01/2014,Evaluating Social Programs,"Rachel Glennerster, Marc Shotland","Government, Health, and Social Science",Social Sciences,"Learn why evaluations matter and how they can be used to rigorously measure the social impact of development programs. This practical course will provide a thorough understanding of randomized evaluations, with pragmatic step-by-step training for conducting one’s own evaluation. Through a combination of lectures and case studies from real randomized evaluations, the course will focus on the benefits and methods of randomization, choosing an appropriate sample size, and common threats and pitfalls to the validity of an experiment. While the course centers upon the why, how, and when of randomized evaluations, it will also impart insights on the importance of needs assessments, effectively measuring outcomes, quality control, and the monitoring methods most useful for impact evaluations This social impact course is designed for people from a variety of backgrounds: managers and researchers from international development organizations, foundations, governments, and non-governmental organizations from around the world, as well as trained economists looking to retool., ","Why and when rigorous social impact evaluation is needed Common pitfalls of evaluation designs and why randomization helps Key components of a well-designed randomized evaluation Alternative techniques for incorporating randomization into project design How to measure outcomes, manage data and determine the appropriate sample size How to guard against threats that may undermine the integrity of results Techniques for analyzing and interpreting results",2,1,7382,2046,980,27.72,13.28,47.9,65.09,16.82,34.69,46.04,21.46,32,51.36,48.64,90.32
MITx,LAUNCH.x,01/25/2016,Becoming an Entrepreneur,Laurie Stach,"Government, Health, and Social Science",Business & Management,"Curious about entrepreneurship, but not sure where to start? Becoming an Entrepreneur is designed in partnership with MIT to guide people of all ages and backgrounds through the process of founding a company. With enrollment in the hundreds of thousands, this course is as engaging and accessible as it is informative Becoming an Entrepreneur will provide you with inspiration to explore an entrepreneurial path and tools to overcome the initial challenges of building a business From developing new business ideas and doing market research to designing and testing your offering and pitching, this course follows LaunchX’s successful approach to entrepreneurship that leverages MIT’s Disciplined Entrepreneurship, lean methodologies, and design thinking. There will be a combination of short videos and activities that will challenge you to get you away from your computer screen and into the community to make a real impact No previous business or entrepreneurship experience needed. Join us to embark on your entrepreneurial journey., ","Overcoming the top myths of entrepreneurship Defining your goals as an entrepreneur and startup Identifying business opportunities Performing market research and choosing your target customer Designing and testing your offering Planning your business logistics, plus pitching and selling to customers",4,0,18183,3805,239,20.93,1.31,6.28,70.58,15.71,38.4,45.76,16.21,27,76.21,23.79,67.37
HarvardX,MCB63x,06/16/2015,Principles of Biochemistry,"Alain Viel, Rachelle Gaudet","Science, Technology, Engineering, and Mathematics",Health & Medicine,"Principles of Biochemistry integrates an introduction to the structure of macromolecules and a biochemical approach to cellular function. Topics addressing protein function will include enzyme kinetics, the characterization of major metabolic pathways and their interconnection into tightly regulated networks, and the manipulation of enzymes and pathways with mutations or drugs. An exploration of simple cells (red blood cells) to more complex tissues (muscle and liver) will be used as a framework to discuss the progression in metabolic complexity. Learners will also develop problem solving and analytical skills that are more generally applicable to the life sciences.","The structure and function of the chemical building blocks of life How to navigate protein structures using PyMOL The central role of enzymes in catalyzing the reactions of life The primary metabolic pathways that power cells The intricate mechanisms that regulate cellular metabolism The integration of biochemical processes in the context of cells, tissues, and whole organisms",4,1,31710,13275,789,41.87,2.49,5.94,55.96,4.37,9.91,90.12,35.11,24,54.05,45.95,59
HarvardX,PH201x,11/15/2013,Health and Society,Ichiro Kawachi,"Government, Health, and Social Science",Social Sciences,"The purpose of this course is to introduce students to the major social variables—social class, race, gender, poverty, income distribution, social networks/support, community cohesion, the work and neighborhood environment—that affect population health The course covers the theoretical underpinnings of each construct (e.g. ""race"" as a social category), and surveys the empirical research linking each to population health status. Methods are introduced to operationalize each construct for the purposes of empirical application in epidemiologic research., "," How population health is affected by and the theories underlying the following major social variables: socio-economic status (SES), Income inequality, race and ethnicities, social networks and support, neighborhoods, social capital and cohesion, and work environment What empirical research links these variables to population health status Which methods are used in social epidemiological research and how this research is empirically applied",2,1,20914,5647,3321,27.02,15.89,58.81,66.94,12.98,43.94,99.29,17.8,30,47.38,52.62,73.95
HarvardX,PH207x,10/15/2012,Health in Numbers: Quantitative Methods in Clinical and Public Health Research,"Earl Francis Cook, Marcello Pagano","Government, Health, and Social Science",Data Analysis and Statistics,"Quantitative Methods in Clinical and Public Health Research is the online adaptation of material from the Harvard T.H. Chan School of Public Health's classes in epidemiology and biostatistics. Principled investigations to monitor and thus improve the health of individuals are firmly based on a sound understanding of modern quantitative methods. This involves the ability to discover patterns and extract knowledge from health data on a sample of individuals and then to infer, with measured uncertainty, the unobserved population characteristics. This course will address this need by covering the principles of biostatistics and epidemiology used for public health and clinical research. These include outcomes measurement, measures of associations between outcomes and their determinants, study design options, bias and confounding, probability and diagnostic tests, confidence intervals and hypothesis testing, power and sample size determinations, life tables and survival methods, regression methods (both, linear and logistic), and sample survey techniques. Students will analyze sample data sets to acquire knowledge of appropriate computer software. By the end of the course the successful student should have attained a sound understanding of these methods and a solid foundation for further study.","How to analyze data sets using modern quantitative methods How to discover patterns and extract knowledge from health data The principles of biostatistics and epidemiology used for public health and clinical research, including: outcomes measurement, study design options -bias and confounding, probability and diagnostic tests, confidence intervals and hypothesis testing, power and sample size determinations, life tables and survival methods, regression methods (both, linear and logistic) and sample survey techniques",1,1,52521,10729,5058,20.44,9.64,47.12,77.45,15.98,32.52,804.41,76.1,32,56.78,43.22,88.33
HarvardX,PH278x,05/15/2013,Human Health and Global Environmental Change,"Aaron Bernstein, Jack Spengler","Government, Health, and Social Science",Data Analysis & Statistics,"Human activity is changing the atmosphere and altering terrestrial and marine ecosystems on a global scale. Evidence is mounting that these changes may already be having serious effects on human health, and there is growing concern that in coming decades the effects could be catastrophic. This course was developed because the practice of public health in this century requires an understanding of the relationship between human health and the global environment. It provides an overview of climate change and biodiversity loss, two key examples of global environmental change, and the potential consequences for human health. It also explores solutions to these problems and the challenges inherent in realizing those solutions.","Human activity is changing the atmosphere and altering terrestrial and marine ecosystems on a global scale. Evidence is mounting that these changes may already be having serious effects on human health, and there is growing concern that in coming decades the effects could be catastrophic. This course was developed because the practice of public health in this century requires an understanding of the relationship between human health and the global environment. It provides an overview of climate change and biodiversity loss, two key examples of global environmental change, and the potential consequences for human health. It also explores solutions to these problems and the challenges inherent in realizing those solutions.",1,1,23179,3727,2743,16.1,11.85,70.83,85.35,14.48,29.01,110.67,21.69,30,51.15,48.85,75.19
HarvardX,PH555x,09/16/2014,Improving Global Health: Focusing on Quality and Safety,Ashish K. Jha,"Government, Health, and Social Science",Health & Medicine,"Improving access to healthcare is only as useful as the quality of care provided. Many agree that quality is important – but what is it? How do we define it? How do we measure it? And most importantly, how might we make it better The course is designed for those who care about health and healthcare and wish to learn more about how to measure and improve that care – for themselves, for their institutions, or for their countries. Each session will be interactive and provide concrete tools that students can use. We will empower you to raise questions, propose concrete solutions, and promote change.",The relationship between quality and population health A framework for understanding and thinking about healthcare quality Approaches to quality measurement The role of information and communication technology in assessing and improving quality Tools and contextual knowledge to improve the quality delivered in health systems,3,1,9010,2166,1494,24.07,16.6,68.98,58.71,22.92,39.8,40.6,15.92,31,49.87,50.13,82.7
HarvardX,SPU27x,10/08/2013,Science and Cooking: From Haute Cuisine to Soft Matter Science,Michael Brenner,"Science, Technology, Engineering, and Mathematics",Chemistry,"During each module of this course, chefs reveal the secrets behind some of their most famous culinary creations — often right in their own restaurants. Inspired by such cooking mastery, the Harvard team will then explain the science behind the recipe. You will also have the opportunity to become an experimental scientist in your very own laboratory — your kitchen. By following along with the engaging recipe of the week, taking precise measurements, and making skillful observations, you will learn to think like both a cook and a scientist. The lab is certainly one of the most unique components of this course — after all, in what other science course can you eat your experiments?","The scientific concepts that underlie everyday cooking and haute cuisine techniques How to apply principles of physics, engineering, and chemistry to cooking How to become an experimental scientist in your own kitchen How to think like a chef AND a scientist How molecules influence flavor The role of heat in cooking Diffusion, revealed by the phenomenon of spherification, the culinary technique pioneered by",2,1,60555,7195,1846,11.89,3.05,25.64,75.48,10.78,17.32,399.77,70.66,33,49.47,50.53,76.55
HarvardX,SPU30x,02/10/2015,Super-Earths and Life,Dimitar Sasselov,"Science, Technology, Engineering, and Mathematics","Science, Biology","Super-Earths And Life is a course about life on Earth, alien life, how we search for life outside of Earth, and what this teaches us about our place in the universe In the past decade astronomers have made incredible advances in the discovery of planets outside our solar system. Thirty years ago, we knew only of the planets in our own solar system. Now we know of thousands circling nearby stars Meanwhile, biologists have gained a strong understanding of how life evolved on our own planet, all the way back to the earliest cells. We can describe how simple molecules can assemble themselves into the building blocks of life, and how those building blocks might have become the cells that make up our bodies today. Super-Earths And Life is all about how these fields, astronomy and biology, together with geology, can help answer one of our most powerful and primal questions: are we alone in the universe?, ","How life may have arisen on Earth 	How we discover planets around other stars What makes a planet favorable for life How we search for life in our universe",3,1,7008,3248,961,46.37,13.72,29.59,49.74,11.99,38.66,21.03,10.97,28.5,68.61,31.39,60.75
HarvardX,SW25x,02/23/2016,Global Health Case Studies from a Biosocial Perspective,"Arthur Kleinman, Paul Farmer, Salmaan Keshavjee, Anne Becker","Government, Health, and Social Science",Social Sciences,"This introductory global health course aims to frame global health's collection of problems and actions within a particular biosocial perspective. It develops a toolkit of interdisciplinary analytical approaches and uses them to examine historical and contemporary global health initiatives with careful attention to a critical sociology of knowledge. Four physician-anthropologists - Paul Farmer, Arthur Kleinman, Anne Becker, and Salmaan Keshavjee - draw on experience working in Asia, Africa, Eastern Europe, and the Americas to investigate what the field of global health comprises, how global health problems are defined and constructed, and how global health interventions play out in both expected and unexpected ways The course seeks to inspire and teach the following principles A global awareness. This course aims to enable learners to recognize the role of distinctive traditions, governments, and histories in shaping health and well being. In addition, rather than framing a faceless mass of poor populations as the subject of global health initiatives, the course uses ethnographies and case studies to situate global health problems in relation to the lives of individuals, families, and communities A foundation in social and historical analysis. The course demonstrates the value of social theory and historical analysis in understanding health and illness at individual and societal levels An ethical engagement. Throughout the course, learners will be asked to critically evaluate the ethical frameworks that have underpinned historical and contemporary engagement in global health. Learners will be pushed to consider the moral questions of inequality and suffering as well as to critically evaluate various ethical frameworks that motivate and structure attempts to redress these inequities A sense of inspiration and possibility. While the overwhelming challenges of global health could all too easily engender cynicism, passivity, and helplessness, learners will observe that no matter how complex the field of global health and no matter how steep the challenges, it is possible to design, implement, and foster programs and policies that make enormous positive change in the lives of the world’s poorest and suffering people., ",How to frame a global health problem with a biosocial perspective How to use a toolkit of analytical approaches to examine global health initiatives so as to identify and implement effective interventions How to evaluate the ethical frameworks that have underpinned engagement within global health,4,1,4050,691,472,17.06,11.65,68.31,58.47,15.36,33.06,28.87,37.03,27,40.9,59.1,76.79
HarvardX,SW47.1x,10/30/2014,Entrepreneurship and Healthcare in Emerging Economies,Tarun Khanna,"Government, Health, and Social Science","Business & Management, Finance, Health & Society","This business and management course, taught by Harvard Business School professor Tarun Khanna, takes an inter-disciplinary approach to understanding and solving complex social problems. You will learn about prior attempts to address these problems, identify points of opportunity for smart entrepreneurial efforts, and propose and develop your own creative solutions The focus of this course is on individual agency what can you do to address a defined problem? While we will use the lens of health to explore entrepreneurial opportunities, you will learn how both problems and solutions are inevitably of a multi-disciplinary nature, and we will draw on a range of sectors and fields of study., ",How to frame a global health problem with a biosocial perspective How to use a toolkit of analytical approaches to examine global health initiatives so as to identify and implement effective interventions How to evaluate the ethical frameworks that have underpinned engagement within global health,3,1,10332,969,598,9.39,5.79,61.71,43.82,13.03,18.15,17.21,10.41,28,63.04,36.96,78.58
HarvardX,USW30x,06/02/2014,Tangible Things,Laurel Ulrich,"Humanities, History, Design, Religion, and Education","Humanities, History, Culture","Have you ever wondered about how museum, library, and other kinds of historical or scientific collections all come together? Or how and why curators, historians, archivists, and preservationists do what they do In Tangible Things, you will discover how material objects have shaped academic disciplines and reinforced or challenged boundaries between people. This course will draw on some of the most fascinating items housed at Harvard University, highlighting several to give you a sense of the power of learning through tangible things By “stepping onto” the storied campus, you and your fellow learners can explore Harvard’s astonishing array of tangible things—books and manuscripts, art works, scientific specimens, ethnographic artifacts, and historical relics of all sorts. The University not only owns a Gutenberg bible, but it also houses in its collections Turkish sun dials, a Chinese crystal ball, a divination basket from Angola, and nineteenth-century “spirit writing” chalked on a child-sized slate. Tucked away in storage cabinets or hidden in closets and the backrooms of its museums and libraries are Henry David Thoreau’s pencil, a life mask of Abraham Lincoln, and chemicals captured from a Confederate ship. The Art Museums not only care for masterpieces of Renaissance painting but also for a silver-encrusted cup made from a coconut. The Natural History Museum not only preserves dinosaur bones and a fish robot but an intact Mexican tortilla more than a century old In the first section of the course, we will consider how a statue, a fish, and a gingham gown have contributed to Harvard’s history, and you will learn the value of stopping to look at the things around you In the next section, we will explore some of the ways people have brought things together into purposeful collections to preserve memory, promote commerce, and define culture Finally, we will consider methods of rearranging objects to create new ways of thinking about nature, time, and ordinary work Along the way, you will discover new ways of looking at, organizing, and interpreting tangible things in your own environment., ","Understanding of museum curation approaches The basics of historical analysis and interpretation A sense of the work that historians, curators, and collectors perform Strong critical thinking and analytical skills How things that seem to belong to different disciplines actually can “talk” to one another How close looking at even a single object can push beyond academic and disciplinary boundaries How things that may seem unrelated to each other can show relationships between art and science, economics, and culture, as well as between people in many different parts of the world",2,1,10737,2550,1090,23.78,10.17,42.75,74.69,27.55,34.06,22.82,7.34,34,37.38,62.62,74.88
HarvardX,VJx,09/03/2014,"Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity",John W. Dower,"Humanities, History, Design, Religion, and Education","Humanities, History, Culture","This MITx course was developed in collaboration with HarvardX and is co-taught by MIT, Harvard, and Duke historians. You will examine Japanese history in a new way—through the images created by those who were there—and the skills and questions involved in reading history through images in the digital format. The introductory module considers methodologies historians use to “visualize” the past, followed by three modules that explore the themes of Westernization, in Commodore Perry’s 1853-54 expedition to Japan; social protest, in Tokyo’s 1905 Hibiya Riot; and modernity, as seen in the archives of the major Japanese cosmetics company, Shiseido.","Methodologies to ""visualize"" Japanese history between the An understanding of Westernization, social protest, modernity in Japanese history through digital imagery Strategies for learning--and teaching--history through visual sources",3,1,8493,2137,1183,25.18,13.94,55.36,50.77,14.16,38.2,20.45,8.54,31,55.73,44.27,74.67
